"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"382","2014-02-01 00:00:00","2014-02-01 00:06:22","294","Washington Square E","40.73049393","-73.9957214","265","Stanton St & Chrystie St","40.72229346","-73.99147535","21101","Subscriber","1991","1"
"1537","2014-02-01 08:58:09","2014-02-01 09:23:46","258","DeKalb Ave & Vanderbilt Ave","40.68940747","-73.96885458","264","Maiden Ln & Pearl St","40.70706456","-74.00731853","20915","Subscriber","1974","2"
"301","2014-02-01 10:37:15","2014-02-01 10:42:16","507","E 25 St & 2 Ave","40.73912601","-73.97973776","297","E 15 St & 3 Ave","40.734232","-73.986923","18718","Subscriber","1988","2"
"669","2014-02-01 11:45:19","2014-02-01 11:56:28","303","Mercer St & Spring St","40.72362738","-73.99949601","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","17467","Subscriber","1968","1"
"460","2014-02-01 12:42:29","2014-02-01 12:50:09","500","Broadway & W 51 St","40.76228826","-73.98336183","499","Broadway & W 60 St","40.76915505","-73.98191841","14543","Subscriber","1948","2"
"167","2014-02-01 13:32:24","2014-02-01 13:35:11","382","University Pl & E 14 St","40.73492695","-73.99200509","223","W 13 St & 7 Ave","40.73781509","-73.99994661","17741","Subscriber","1987","1"
"1210","2014-02-01 14:22:08","2014-02-01 14:42:18","167","E 39 St & 3 Ave","40.7489006","-73.97604882","497","E 17 St & Broadway","40.73704984","-73.99009296","19236","Customer",\N,"0"
"3206","2014-02-01 15:14:18","2014-02-01 16:07:44","492","W 33 St & 7 Ave","40.75019995","-73.99093085","325","E 19 St & 3 Ave","40.73624527","-73.98473765","19280","Subscriber","1981","1"
"1248","2014-02-01 16:03:49","2014-02-01 16:24:37","294","Washington Square E","40.73049393","-73.9957214","468","Broadway & W 55 St","40.7652654","-73.98192338","19541","Subscriber","1980","1"
"486","2014-02-01 16:57:05","2014-02-01 17:05:11","391","Clark St & Henry St","40.69760127","-73.99344559","414","Pearl St & Anchorage Pl","40.70281858","-73.98765762","18826","Subscriber","1985","1"
"801","2014-02-01 18:04:39","2014-02-01 18:18:00","520","W 52 St & 5 Ave","40.75992262","-73.97648516","527","E 33 St & 1 Ave","40.74315566","-73.97434726","17227","Subscriber","1983","1"
"701","2014-02-01 19:25:43","2014-02-01 19:37:24","2021","W 45 St & 8 Ave","40.75929124","-73.98859651","470","W 20 St & 8 Ave","40.74345335","-74.00004031","16508","Subscriber","1983","1"
"724","2014-02-01 21:43:45","2014-02-01 21:55:49","492","W 33 St & 7 Ave","40.75019995","-73.99093085","445","E 10 St & Avenue A","40.72740794","-73.98142006","21165","Subscriber","1985","1"
"539","2014-02-02 01:38:45","2014-02-02 01:47:44","379","W 31 St & 7 Ave","40.749156","-73.9916","507","E 25 St & 2 Ave","40.73912601","-73.97973776","16090","Subscriber","1985","1"
"330","2014-02-02 09:41:14","2014-02-02 09:46:44","346","Bank St & Hudson St","40.73652889","-74.00618026","334","W 20 St & 7 Ave","40.74238787","-73.99726235","14790","Subscriber","1970","1"
"109","2014-02-02 11:04:07","2014-02-02 11:05:56","414","Pearl St & Anchorage Pl","40.70281858","-73.98765762","414","Pearl St & Anchorage Pl","40.70281858","-73.98765762","19210","Subscriber","1971","1"
"476","2014-02-02 12:01:06","2014-02-02 12:09:02","448","W 37 St & 10 Ave","40.75660359","-73.9979009","442","W 27 St & 7 Ave","40.746647","-73.993915","18882","Subscriber","1977","1"
"258","2014-02-02 12:51:17","2014-02-02 12:55:35","317","E 6 St & Avenue B","40.72453734","-73.98185424","439","E 4 St & 2 Ave","40.7262807","-73.98978041","15370","Subscriber","1990","1"
