Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
331,2016-11-01 00:00:08,2016-11-01 00:05:40,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,21959,Subscriber,1981,1
248,2016-11-01 05:54:37,2016-11-01 05:58:46,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,3427,Lafayette St & Jersey St,40.72430527250332,-73.99600982666016,23195,Subscriber,1990,1
594,2016-11-01 06:42:55,2016-11-01 06:52:49,315,South St & Gouverneur Ln,40.70355377,-74.00670227,426,West St & Chambers St,40.71754834,-74.01322069,23133,Subscriber,1969,1
727,2016-11-01 07:10:57,2016-11-01 07:23:05,505,6 Ave & W 33 St,40.74901271,-73.98848395,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,21218,Subscriber,1956,1
171,2016-11-01 07:31:35,2016-11-01 07:34:26,355,Bayard St & Baxter St,40.71602118,-73.99974372,257,Lispenard St & Broadway,40.71939226,-74.00247214,24100,Subscriber,1982,2
801,2016-11-01 07:46:25,2016-11-01 07:59:46,3135,E 75 St & 3 Ave,40.77112927,-73.95772297,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,26404,Subscriber,1986,2
500,2016-11-01 08:00:02,2016-11-01 08:08:22,527,E 33 St & 2 Ave,40.744023,-73.976056,492,W 33 St & 7 Ave,40.75019995,-73.99093085,15929,Subscriber,1989,1
1057,2016-11-01 08:12:17,2016-11-01 08:29:54,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,458,11 Ave & W 27 St,40.751396,-74.005226,27084,Subscriber,1991,1
612,2016-11-01 08:23:13,2016-11-01 08:33:26,3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,505,6 Ave & W 33 St,40.74901271,-73.98848395,26492,Subscriber,1993,2
177,2016-11-01 08:33:24,2016-11-01 08:36:22,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,311,Norfolk St & Broome St,40.7172274,-73.98802084,24753,Subscriber,1974,1
529,2016-11-01 08:42:12,2016-11-01 08:51:02,427,Bus Slip & State St,40.701907,-74.013942,152,Warren St & Church St,40.71473993,-74.00910627,14944,Subscriber,1983,1
222,2016-11-01 08:51:03,2016-11-01 08:54:46,517,Pershing Square South,40.751581,-73.97791,472,E 32 St & Park Ave,40.7457121,-73.98194829,15399,Subscriber,1980,1
599,2016-11-01 09:01:12,2016-11-01 09:11:11,477,W 41 St & 8 Ave,40.75640548,-73.9900262,3223,E 55 St & 3 Ave,40.758996559605116,-73.96865397691727,24897,Subscriber,1978,1
175,2016-11-01 09:13:00,2016-11-01 09:15:56,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,25735,Subscriber,1990,1
903,2016-11-01 09:25:22,2016-11-01 09:40:26,238,Bank St & Washington St,40.7361967,-74.00859207,2008,Little West St & 1 Pl,40.70569254,-74.01677685,17459,Subscriber,1982,1
536,2016-11-01 09:41:20,2016-11-01 09:50:17,533,Broadway & W 39 St,40.75299641,-73.98721619,517,Pershing Square South,40.751581,-73.97791,16362,Subscriber,1987,2
357,2016-11-01 10:01:33,2016-11-01 10:07:30,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,377,6 Ave & Canal St,40.72243797,-74.00566443,23816,Subscriber,1983,2
987,2016-11-01 10:27:35,2016-11-01 10:44:03,455,1 Ave & E 44 St,40.75001986,-73.96905301,475,E 16 St & Irving Pl,40.73524276,-73.98758561,26522,Subscriber,1991,2
651,2016-11-01 10:59:18,2016-11-01 11:10:10,428,E 3 St & 1 Ave,40.72467721,-73.98783413,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,18670,Subscriber,1995,1
629,2016-11-01 11:31:56,2016-11-01 11:42:25,540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,362,Broadway & W 37 St,40.75172632,-73.98753523,22059,Subscriber,1981,1
1753,2016-11-01 12:00:22,2016-11-01 12:29:36,304,Broadway & Battery Pl,40.70463334,-74.01361706,347,Greenwich St & W Houston St,40.728846,-74.008591,25412,Subscriber,1962,1
1301,2016-11-01 12:27:21,2016-11-01 12:49:03,249,Harrison St & Hudson St,40.71870987,-74.0090009,494,W 26 St & 8 Ave,40.74734825,-73.99723551,27259,Subscriber,1984,1
523,2016-11-01 12:54:31,2016-11-01 13:03:14,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,485,W 37 St & 5 Ave,40.75038009,-73.98338988,16344,Subscriber,1977,1
2410,2016-11-01 13:20:01,2016-11-01 14:00:12,3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,3137,5 Ave & E 73 St,40.77282817,-73.96685276,22027,Subscriber,1966,1
1462,2016-11-01 13:42:07,2016-11-01 14:06:29,518,E 39 St & 2 Ave,40.74780373,-73.9734419,350,Clinton St & Grand St,40.71559509,-73.9870295,26434,Subscriber,1982,2
576,2016-11-01 14:05:32,2016-11-01 14:15:08,195,Liberty St & Broadway,40.70905623,-74.01043382,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,16371,Subscriber,1969,1
1629,2016-11-01 14:28:24,2016-11-01 14:55:34,237,E 11 St & 2 Ave,40.73047309,-73.98672378,459,W 20 St & 11 Ave,40.746745,-74.007756,25837,Subscriber,1946,1
16267,2016-11-01 14:49:35,2016-11-01 19:20:42,469,Broadway & W 53 St,40.76344058,-73.98268129,490,8 Ave & W 33 St,40.751551,-73.993934,26607,Subscriber,1938,2
302,2016-11-01 15:12:06,2016-11-01 15:17:09,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,499,Broadway & W 60 St,40.76915505,-73.98191841,22702,Subscriber,1989,1
1042,2016-11-01 15:34:08,2016-11-01 15:51:31,392,Jay St & Tech Pl,40.695065,-73.987167,3399,7 St & 3 Ave,40.67260298150126,-73.98983001708984,19862,Subscriber,1959,1
792,2016-11-01 15:54:29,2016-11-01 16:07:42,472,E 32 St & Park Ave,40.7457121,-73.98194829,470,W 20 St & 8 Ave,40.74345335,-74.00004031,22535,Subscriber,1974,2
1586,2016-11-01 16:12:38,2016-11-01 16:39:04,3396,Clinton St & 4 Place,40.6783563,-74.00014502,384,Fulton St & Washington Ave,40.683048,-73.964915,23496,Subscriber,1987,2
360,2016-11-01 16:30:54,2016-11-01 16:36:55,3082,Hope St & Union Ave,40.71167351,-73.95141312,3078,Broadway & Roebling St,40.70925562,-73.95982218,26585,Subscriber,1988,1
1103,2016-11-01 16:46:20,2016-11-01 17:04:43,405,Washington St & Gansevoort St,40.739323,-74.008119,459,W 20 St & 11 Ave,40.746745,-74.007756,21647,Subscriber,1969,2
398,2016-11-01 17:01:25,2016-11-01 17:08:03,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,3400,E 110 St & Madison Ave,40.7961535,-73.94782145,26589,Subscriber,1983,1
1090,2016-11-01 17:12:07,2016-11-01 17:30:17,3150,E 85 St & York Ave,40.77536905,-73.94803392,3158,W 63 St & Broadway,40.77163851,-73.98261428,20091,Subscriber,1955,1
838,2016-11-01 17:22:00,2016-11-01 17:35:58,3168,Central Park West & W 85 St,40.78472675,-73.96961715,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,17349,,1997,1
410,2016-11-01 17:31:28,2016-11-01 17:38:19,168,W 18 St & 6 Ave,40.73971301,-73.99456405,433,E 13 St & Avenue A,40.72955361,-73.98057249,16432,Subscriber,1993,1
447,2016-11-01 17:41:13,2016-11-01 17:48:41,519,Pershing Square North,40.751873,-73.977706,520,W 52 St & 5 Ave,40.75992262,-73.97648516,19176,Subscriber,1969,1
231,2016-11-01 17:50:23,2016-11-01 17:54:15,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,23317,Subscriber,1986,1
970,2016-11-01 17:59:34,2016-11-01 18:15:44,482,W 15 St & 7 Ave,40.73935542,-73.99931783,174,E 25 St & 1 Ave,40.7381765,-73.97738662,14943,Subscriber,1972,1
864,2016-11-01 18:08:43,2016-11-01 18:23:08,511,E 14 St & Avenue B,40.72938685,-73.97772429,296,Division St & Bowery,40.71413089,-73.9970468,22848,Subscriber,1983,1
49508,2016-11-01 18:17:13,2016-11-02 08:02:21,247,Perry St & Bleecker St,40.73535398,-74.00483091,2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,17374,Subscriber,1976,1
2131,2016-11-01 18:26:49,2016-11-01 19:02:21,3354,3 St & Prospect Park West,40.668132,-73.97363831,3354,3 St & Prospect Park West,40.668132,-73.97363831,24267,Subscriber,1952,1
726,2016-11-01 18:36:39,2016-11-01 18:48:45,480,W 53 St & 10 Ave,40.76669671,-73.99061728,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,25406,Subscriber,1981,2
836,2016-11-01 18:47:53,2016-11-01 19:01:50,426,West St & Chambers St,40.71754834,-74.01322069,346,Bank St & Hudson St,40.73652889,-74.00618026,17571,Subscriber,1992,2
407,2016-11-01 19:00:14,2016-11-01 19:07:02,475,E 16 St & Irving Pl,40.73524276,-73.98758561,432,E 7 St & Avenue A,40.72621788,-73.98379855,26666,Subscriber,1994,1
121,2016-11-01 19:13:54,2016-11-01 19:15:55,168,W 18 St & 6 Ave,40.73971301,-73.99456405,497,E 17 St & Broadway,40.73704984,-73.99009296,20780,Subscriber,1991,1
363,2016-11-01 19:28:17,2016-11-01 19:34:20,3308,Kane St & Clinton St,40.6861758,-73.99645295,391,Clark St & Henry St,40.69760127,-73.99344559,15384,Subscriber,1969,1
522,2016-11-01 19:45:29,2016-11-01 19:54:11,3436,Greenwich St & Hubert St,40.721319,-74.010065,306,Cliff St & Fulton St,40.70823502,-74.00530063,25876,Subscriber,1991,1
772,2016-11-01 20:05:29,2016-11-01 20:18:21,448,W 37 St & 10 Ave,40.75660359,-73.9979009,450,W 49 St & 8 Ave,40.76227205,-73.98788205,24064,Subscriber,1981,1
1244,2016-11-01 20:27:32,2016-11-01 20:48:16,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,18062,Subscriber,1963,1
662,2016-11-01 20:53:18,2016-11-01 21:04:21,507,E 25 St & 2 Ave,40.73912601,-73.97973776,401,Allen St & Rivington St,40.72019576,-73.98997825,25820,Subscriber,1989,2
404,2016-11-01 21:23:56,2016-11-01 21:30:40,348,W Broadway & Spring St,40.72490985,-74.00154702,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,20623,Subscriber,1995,1
1903,2016-11-01 22:00:39,2016-11-01 22:32:22,345,W 13 St & 6 Ave,40.73649403,-73.99704374,488,W 39 St & 9 Ave,40.75645824,-73.99372222,23521,Subscriber,1982,2
214,2016-11-01 22:47:06,2016-11-01 22:50:40,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,3080,S 4 St & Rodney St,40.70934,-73.95608,19100,Subscriber,1992,1
918,2016-11-02 00:13:51,2016-11-02 00:29:10,476,E 31 St & 3 Ave,40.74394314,-73.97966069,3243,E 58 St & 1 Ave,40.75892386377695,-73.96226227283478,17747,Subscriber,1982,1
376,2016-11-02 06:07:38,2016-11-02 06:13:55,529,W 42 St & 8 Ave,40.7575699,-73.99098507,484,W 44 St & 5 Ave,40.75500254,-73.98014437,22550,Subscriber,1965,1
390,2016-11-02 06:46:38,2016-11-02 06:53:09,490,8 Ave & W 33 St,40.751551,-73.993934,495,W 47 St & 10 Ave,40.76269882,-73.99301222,21342,Subscriber,1969,1
365,2016-11-02 07:13:10,2016-11-02 07:19:16,3408,Congress St & Clinton St,40.6881529,-73.99520919,3410,Dean St & Hoyt St,40.6864442,-73.98759104,27085,Subscriber,1969,2
751,2016-11-02 07:31:48,2016-11-02 07:44:20,309,Murray St & West St,40.7149787,-74.013012,212,W 16 St & The High Line,40.74334935,-74.00681753,23686,Subscriber,1992,2
608,2016-11-02 07:46:14,2016-11-02 07:56:23,3293,W 92 St & Broadway,40.7921,-73.9739,520,W 52 St & 5 Ave,40.75992262,-73.97648516,22870,Subscriber,1972,1
123,2016-11-02 07:58:50,2016-11-02 08:00:54,3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,16048,Subscriber,1988,1
1103,2016-11-02 08:10:20,2016-11-02 08:28:43,388,W 26 St & 10 Ave,40.749717753,-74.002950346,79,Franklin St & W Broadway,40.71911552,-74.00666661,15224,Subscriber,1967,1
504,2016-11-02 08:20:06,2016-11-02 08:28:31,388,W 26 St & 10 Ave,40.749717753,-74.002950346,486,Broadway & W 29 St,40.7462009,-73.98855723,17243,Subscriber,1970,2
464,2016-11-02 08:29:18,2016-11-02 08:37:02,164,E 47 St & 2 Ave,40.75323098,-73.97032517,493,W 45 St & 6 Ave,40.7568001,-73.98291153,23504,Subscriber,1981,2
92,2016-11-02 08:37:37,2016-11-02 08:39:10,434,9 Ave & W 18 St,40.74317449,-74.00366443,116,W 17 St & 8 Ave,40.74177603,-74.00149746,17975,Subscriber,1989,1
1324,2016-11-02 08:45:29,2016-11-02 09:07:34,3284,E 88 St & Park Ave,40.781410700190015,-73.95595908164978,488,W 39 St & 9 Ave,40.75645824,-73.99372222,22176,Subscriber,1961,1
1413,2016-11-02 08:53:50,2016-11-02 09:17:23,72,W 52 St & 11 Ave,40.76727216,-73.99392888,402,Broadway & E 22 St,40.7403432,-73.98955109,16017,Subscriber,1962,1
765,2016-11-02 09:03:37,2016-11-02 09:16:23,519,Pershing Square North,40.751873,-73.977706,3258,W 27 St & 10 Ave,40.75018156325683,-74.00218427181244,18440,Subscriber,1974,2
878,2016-11-02 09:14:16,2016-11-02 09:28:55,509,9 Ave & W 22 St,40.7454973,-74.00197139,508,W 46 St & 11 Ave,40.76341379,-73.99667444,25687,Subscriber,1953,1
653,2016-11-02 09:26:24,2016-11-02 09:37:18,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,500,Broadway & W 51 St,40.76228826,-73.98336183,20241,Subscriber,1986,1
1227,2016-11-02 09:41:22,2016-11-02 10:01:49,311,Norfolk St & Broome St,40.7172274,-73.98802084,212,W 16 St & The High Line,40.74334935,-74.00681753,17563,Subscriber,1965,1
408,2016-11-02 09:59:08,2016-11-02 10:05:56,508,W 46 St & 11 Ave,40.76341379,-73.99667444,450,W 49 St & 8 Ave,40.76227205,-73.98788205,16711,Subscriber,1988,1
1096,2016-11-02 10:22:27,2016-11-02 10:40:44,412,Forsyth St & Canal St,40.7158155,-73.99422366,280,E 10 St & 5 Ave,40.73331967,-73.99510132,23111,Subscriber,1961,2
602,2016-11-02 10:47:51,2016-11-02 10:57:54,3409,Bergen St & Smith St,40.6867443,-73.99063168,3382,Carroll St & Smith St,40.680611,-73.99475825,15415,Subscriber,1982,2
666,2016-11-02 11:16:44,2016-11-02 11:27:50,3427,Lafayette St & Jersey St,40.72430527250332,-73.99600982666016,497,E 17 St & Broadway,40.73704984,-73.99009296,26909,Subscriber,1974,2
1343,2016-11-02 11:43:45,2016-11-02 12:06:08,347,Greenwich St & W Houston St,40.728846,-74.008591,484,W 44 St & 5 Ave,40.75500254,-73.98014437,18833,Subscriber,1958,1
277,2016-11-02 12:07:23,2016-11-02 12:12:01,496,E 16 St & 5 Ave,40.73726186,-73.99238967,357,E 11 St & Broadway,40.73261787,-73.99158043,22439,Subscriber,1969,1
366,2016-11-02 12:29:45,2016-11-02 12:35:51,128,MacDougal St & Prince St,40.72710258,-74.00297088,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,25313,Subscriber,,0
287,2016-11-02 12:52:18,2016-11-02 12:57:05,347,Greenwich St & W Houston St,40.728846,-74.008591,346,Bank St & Hudson St,40.73652889,-74.00618026,16007,Subscriber,1972,2
250,2016-11-02 13:13:19,2016-11-02 13:17:30,446,W 24 St & 7 Ave,40.74487634,-73.99529885,509,9 Ave & W 22 St,40.7454973,-74.00197139,20349,Subscriber,1965,1
464,2016-11-02 13:35:03,2016-11-02 13:42:47,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,137,E 56 St & Madison Ave,40.761628,-73.972924,20633,Subscriber,1975,1
854,2016-11-02 13:55:32,2016-11-02 14:09:47,304,Broadway & Battery Pl,40.70463334,-74.01361706,531,Forsyth St & Broome St,40.71893904,-73.99266288,19002,Subscriber,1985,1
895,2016-11-02 14:16:07,2016-11-02 14:31:03,305,E 58 St & 3 Ave,40.76095756,-73.96724467,517,Pershing Square South,40.751581,-73.97791,20814,Subscriber,1976,1
1408,2016-11-02 14:36:17,2016-11-02 14:59:46,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,21464,Subscriber,1970,2
496,2016-11-02 14:56:18,2016-11-02 15:04:34,3242,Schermerhorn St & Court St,40.69102925677968,-73.99183362722397,3382,Carroll St & Smith St,40.680611,-73.99475825,16266,Subscriber,1965,1
437,2016-11-02 15:16:05,2016-11-02 15:23:22,368,Carmine St & 6 Ave,40.73038599,-74.00214988,426,West St & Chambers St,40.71754834,-74.01322069,27067,Subscriber,1993,1
610,2016-11-02 15:34:47,2016-11-02 15:44:57,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,476,E 31 St & 3 Ave,40.74394314,-73.97966069,22910,Subscriber,1969,2
364,2016-11-02 15:52:59,2016-11-02 15:59:03,3259,9 Ave & W 28 St,40.74937024193277,-73.99923384189606,116,W 17 St & 8 Ave,40.74177603,-74.00149746,19177,Subscriber,1986,1
