"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
789,"2020-01-01 00:00:55.3900","2020-01-01 00:14:05.1470",504,"1 Ave & E 16 St",40.73221853,-73.98165557,307,"Canal St & Rutgers St",40.71427487,-73.98990025,30326,"Subscriber",1992,1
882,"2020-01-01 01:46:49.4300","2020-01-01 02:01:31.7350",3137,"5 Ave & E 73 St",40.77282817,-73.96685276,3379,"E 103 St & Lexington Ave",40.7903051,-73.94755757,14648,"Subscriber",1975,2
1239,"2020-01-01 04:46:31.9630","2020-01-01 05:07:10.9680",241,"DeKalb Ave & S Portland Ave",40.68981035,-73.97493121,426,"West St & Chambers St",40.71754834,-74.01322069,40215,"Subscriber",1961,1
172,"2020-01-01 09:31:19.4910","2020-01-01 09:34:11.6330",3718,"E 11 St & Avenue B",40.72746420692392,-73.97950418293476,432,"E 7 St & Avenue A",40.72621788,-73.98379855,32651,"Subscriber",1954,2
385,"2020-01-01 10:55:43.3690","2020-01-01 11:02:09.2270",3746,"6 Ave & Broome St",40.724308321602166,-74.00473035871983,346,"Bank St & Hudson St",40.73652889,-74.00618026,38156,"Subscriber",1964,1
1637,"2020-01-01 11:50:16.0250","2020-01-01 12:17:33.9010",317,"E 6 St & Avenue B",40.72453734,-73.98185424,212,"W 16 St & The High Line",40.74334935,-74.00681753,40931,"Subscriber",1957,1
330,"2020-01-01 12:33:46.6950","2020-01-01 12:39:16.9700",327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,2008,"Little West St & 1 Pl",40.70569254,-74.01677685,39599,"Subscriber",1973,2
182,"2020-01-01 13:14:06.3110","2020-01-01 13:17:08.3120",504,"1 Ave & E 16 St",40.73221853,-73.98165557,297,"E 15 St & 3 Ave",40.734232,-73.986923,40123,"Subscriber",1990,1
1643,"2020-01-01 13:53:55.4290","2020-01-01 14:21:18.4990",3323,"W 106 St & Central Park West",40.7981856,-73.9605909006,3168,"Central Park West & W 85 St",40.78472675,-73.96961715,40584,"Customer",1969,0
759,"2020-01-01 14:31:34.3270","2020-01-01 14:44:13.5810",528,"2 Ave & E 31 St",40.74290902,-73.97706058,265,"Stanton St & Chrystie St",40.72229346,-73.99147535,38868,"Subscriber",1948,1
261,"2020-01-01 15:08:30.4170","2020-01-01 15:12:52.2710",505,"6 Ave & W 33 St",40.74901271,-73.98848395,476,"E 31 St & 3 Ave",40.74394314,-73.97966069,39495,"Subscriber",1989,1
352,"2020-01-01 15:45:13.7230","2020-01-01 15:51:06.4870",3305,"E 91 St & 2 Ave",40.78112229934166,-73.94965589046478,3157,"East End Ave & E 86 St",40.77518615,-73.94446054,32302,"Subscriber",1963,1
4810,"2020-01-01 16:23:10.7820","2020-01-01 17:43:21.2210",499,"Broadway & W 60 St",40.76915505,-73.98191841,499,"Broadway & W 60 St",40.76915505,-73.98191841,33343,"Customer",2000,2
442,"2020-01-01 17:04:01.5400","2020-01-01 17:11:23.6210",259,"South St & Whitehall St",40.70122128,-74.01234218,2009,"Catherine St & Monroe St",40.71117444,-73.99682619,40334,"Customer",1969,0
467,"2020-01-01 17:53:05.8840","2020-01-01 18:00:53.6430",473,"Rivington St & Chrystie St",40.72110063,-73.9919254,432,"E 7 St & Avenue A",40.72621788,-73.98379855,30894,"Subscriber",1987,1
