"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"1015","2013-12-01 00:00:03","2013-12-01 00:16:58","401","Allen St & Rivington St","40.72019576","-73.98997825","476","E 31 St & 3 Ave","40.74394314","-73.97966069","14729","Subscriber","1979","2"
"120","2013-12-01 09:04:01","2013-12-01 09:06:01","345","W 13 St & 6 Ave","40.73649403","-73.99704374","168","W 18 St & 6 Ave","40.73971301","-73.99456405","19832","Subscriber","1985","2"
"901","2013-12-01 10:47:09","2013-12-01 11:02:10","395","Bond St & Schermerhorn St","40.68807003","-73.98410637","396","Lefferts Pl & Franklin Ave","40.680342423","-73.9557689392","15422","Subscriber","1984","1"
"221","2013-12-01 11:55:36","2013-12-01 11:59:17","402","Broadway & E 22 St","40.7403432","-73.98955109","345","W 13 St & 6 Ave","40.73649403","-73.99704374","15153","Subscriber","1982","1"
"249","2013-12-01 12:49:01","2013-12-01 12:53:10","438","St Marks Pl & 1 Ave","40.72779126","-73.98564945","293","Lafayette St & E 8 St","40.73028666","-73.9907647","19435","Subscriber","1983","1"
"1483","2013-12-01 13:40:50","2013-12-01 14:05:33","306","Cliff St & Fulton St","40.70823502","-74.00530063","232","Cadman Plaza E & Tillary St","40.69597683","-73.99014892","17803","Customer",\N,"0"
"1669","2013-12-01 14:33:10","2013-12-01 15:00:59","326","E 11 St & 1 Ave","40.72953837","-73.98426726","449","W 52 St & 9 Ave","40.76461837","-73.98789473","18984","Subscriber","1973","1"
"1576","2013-12-01 15:18:39","2013-12-01 15:44:55","509","9 Ave & W 22 St","40.7454973","-74.00197139","363","West Thames St","40.70834698","-74.01713445","15605","Subscriber","1968","1"
"293","2013-12-01 16:06:52","2013-12-01 16:11:45","410","Suffolk St & Stanton St","40.72066442","-73.98517977","394","E 9 St & Avenue C","40.72521311","-73.97768752","17665","Subscriber","1972","1"
"599","2013-12-01 16:52:43","2013-12-01 17:02:42","523","W 38 St & 8 Ave","40.75466591","-73.99138152","293","Lafayette St & E 8 St","40.73028666","-73.9907647","16607","Subscriber","1958","1"
"786","2013-12-01 17:51:46","2013-12-01 18:04:52","521","8 Ave & W 31 St","40.75044999","-73.99481051","440","E 45 St & 3 Ave","40.75255434","-73.97282625","18519","Subscriber","1986","2"
"217","2013-12-01 18:55:24","2013-12-01 18:59:01","354","Emerson Pl & Myrtle Ave","40.69363137","-73.96223558","372","Franklin Ave & Myrtle Ave","40.694528","-73.958089","17185","Subscriber","1976","1"
"596","2013-12-01 20:27:14","2013-12-01 20:37:10","265","Stanton St & Chrystie St","40.72229346","-73.99147535","349","Rivington St & Ridge St","40.71850211","-73.98329859","15032","Subscriber","1974","1"
"432","2013-12-01 22:50:14","2013-12-01 22:57:26","486","Broadway & W 29 St","40.7462009","-73.98855723","475","E 16 St & Irving Pl","40.73524276","-73.98758561","14534","Subscriber","1985","1"
"1060","2013-12-02 06:32:58","2013-12-02 06:50:38","417","Barclay St & Church St","40.71291224","-74.01020234","233","Joralemon St & Adams St","40.69246277","-73.98963911","15009","Subscriber","1964","1"
"634","2013-12-02 07:34:23","2013-12-02 07:44:57","521","8 Ave & W 31 St","40.75044999","-73.99481051","503","E 20 St & Park Ave","40.73827428","-73.98751968","17290","Subscriber","1965","1"
"2656","2013-12-02 08:07:20","2013-12-02 08:51:36","410","Suffolk St & Stanton St","40.72066442","-73.98517977","2023","E 55 St & Lexington Ave","40.75968085","-73.97031366","15646","Subscriber","1986","1"
"929","2013-12-02 08:33:32","2013-12-02 08:49:01","494","W 26 St & 8 Ave","40.74734825","-73.99723551","519","Pershing Square N","40.75188406","-73.97770164","17530","Subscriber","1948","2"
"782","2013-12-02 08:55:05","2013-12-02 09:08:07","477","W 41 St & 8 Ave","40.75640548","-73.9900262","359","E 47 St & Park Ave","40.75510267","-73.97498696","18789","Subscriber","1957","2"
"539","2013-12-02 09:20:54","2013-12-02 09:29:53","247","Perry St & Bleecker St","40.73535398","-74.00483091","446","W 24 St & 7 Ave","40.74487634","-73.99529885","16538","Subscriber","1950","1"
"721","2013-12-02 09:59:20","2013-12-02 10:11:21","305","E 58 St & 3 Ave","40.76095756","-73.96724467","352","W 56 St & 6 Ave","40.76340613","-73.97722479","18178","Subscriber","1970","2"
"298","2013-12-02 11:03:12","2013-12-02 11:08:10","472","E 32 St & Park Ave","40.7457121","-73.98194829","486","Broadway & W 29 St","40.7462009","-73.98855723","20809","Subscriber","1971","1"
"227","2013-12-02 12:14:38","2013-12-02 12:18:25","404","9 Ave & W 14 St","40.7405826","-74.00550867","223","W 13 St & 7 Ave","40.73781509","-73.99994661","14866","Subscriber","1951","1"
"793","2013-12-02 13:10:00","2013-12-02 13:23:13","279","Sands St & Gold St","40.69986937","-73.98271933","275","Washington Ave & Greene Ave","40.68650065","-73.96563307","19754","Subscriber","1963","2"
"693","2013-12-02 14:05:04","2013-12-02 14:16:37","536","1 Ave & E 30 St","40.74144387","-73.97536082","385","E 55 St & 2 Ave","40.75797322","-73.96603308","20980","Subscriber","1953","1"
