tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
669,3/1/2015 0:00,3/1/2015 0:11,164,E 47 St & 2 Ave,40.75323098,-73.97032517,477,W 41 St & 8 Ave,40.75640548,-73.9900262,21409,Subscriber,1987,1
499,3/1/2015 10:17,3/1/2015 10:25,326,E 11 St & 1 Ave,40.72953837,-73.98426726,345,W 13 St & 6 Ave,40.73649403,-73.99704374,16863,Subscriber,1953,1
496,3/1/2015 12:37,3/1/2015 12:46,515,W 43 St & 10 Ave,40.76009437,-73.99461843,153,E 40 St & 5 Ave,40.75206231,-73.9816324,19739,Subscriber,1977,2
474,3/2/2015 6:20,3/2/2015 6:28,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,348,W Broadway & Spring St,40.72490985,-74.00154702,19535,Subscriber,1965,1
205,3/2/2015 9:17,3/2/2015 9:21,297,E 15 St & 3 Ave,40.734232,-73.986923,293,Lafayette St & E 8 St,40.73028666,-73.9907647,21274,Subscriber,1983,2
1386,3/2/2015 12:41,3/2/2015 13:04,72,W 52 St & 11 Ave,40.76727216,-73.99392888,375,Mercer St & Bleecker St,40.72679454,-73.99695094,19867,Subscriber,1970,1
470,3/2/2015 15:44,3/2/2015 15:52,502,Henry St & Grand St,40.714215,-73.981346,296,Division St & Bowery,40.71413089,-73.9970468,15374,Subscriber,1991,1
472,3/2/2015 17:20,3/2/2015 17:28,444,Broadway & W 24 St,40.7423543,-73.98915076,517,Pershing Square South,40.751581,-73.97791,20731,Subscriber,1973,1
647,3/2/2015 18:19,3/2/2015 18:30,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,486,Broadway & W 29 St,40.7462009,-73.98855723,21464,Subscriber,1990,1
460,3/2/2015 19:37,3/2/2015 19:44,293,Lafayette St & E 8 St,40.73028666,-73.9907647,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,18021,Subscriber,1987,2
206,3/2/2015 22:56,3/2/2015 22:59,357,E 11 St & Broadway,40.73261787,-73.99158043,326,E 11 St & 1 Ave,40.72953837,-73.98426726,16603,Subscriber,1987,1
286,3/3/2015 7:43,3/3/2015 7:47,410,Suffolk St & Stanton St,40.72066442,-73.98517977,394,E 9 St & Avenue C,40.72521311,-73.97768752,17283,Subscriber,1979,1
487,3/3/2015 8:42,3/3/2015 8:50,446,W 24 St & 7 Ave,40.74487634,-73.99529885,458,11 Ave & W 27 St,40.751396,-74.005226,16400,Subscriber,1970,1
444,3/3/2015 9:42,3/3/2015 9:49,490,8 Ave & W 33 St,40.751551,-73.993934,478,11 Ave & W 41 St,40.76030096,-73.99884222,15939,Subscriber,1971,1
311,3/3/2015 12:10,3/3/2015 12:15,325,E 19 St & 3 Ave,40.73624527,-73.98473765,293,Lafayette St & E 8 St,40.73028666,-73.9907647,16746,Subscriber,1961,1
651,3/3/2015 14:36,3/3/2015 14:46,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,477,W 41 St & 8 Ave,40.75640548,-73.9900262,15958,Subscriber,1959,1
538,3/3/2015 17:50,3/3/2015 17:59,440,E 45 St & 3 Ave,40.75255434,-73.97282625,464,E 56 St & 3 Ave,40.75934501,-73.96759673,20826,Subscriber,1962,1
372,3/4/2015 7:28,3/4/2015 7:34,363,West Thames St,40.70834698,-74.01713445,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,14763,Subscriber,1973,1
484,3/4/2015 9:31,3/4/2015 9:39,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,17853,Subscriber,1967,1
559,3/4/2015 12:36,3/4/2015 12:45,477,W 41 St & 8 Ave,40.75640548,-73.9900262,509,9 Ave & W 22 St,40.7454973,-74.00197139,14611,Subscriber,1986,1
226,3/4/2015 15:13,3/4/2015 15:17,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,229,Great Jones St,40.72743423,-73.99379025,17714,Subscriber,1975,1
312,3/4/2015 17:02,3/4/2015 17:07,533,Broadway & W 39 St,40.75299641,-73.98721619,517,Pershing Square South,40.751581,-73.97791,21354,Subscriber,1972,1
