Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
389,2017-02-01 10:52:07,2017-02-01 10:58:36,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,335,Washington Pl & Broadway,40.72903917,-73.99404649,21460,Subscriber,1996,1
1388,2017-02-01 11:44:31,2017-02-01 12:07:39,328,Watts St & Greenwich St,40.72405549,-74.00965965,328,Watts St & Greenwich St,40.72405549,-74.00965965,14963,Customer,,0
188,2017-02-01 12:27:49,2017-02-01 12:30:58,362,Broadway & W 37 St,40.75172632,-73.98753523,486,Broadway & W 29 St,40.7462009,-73.98855723,25332,Subscriber,1991,1
2284,2017-02-01 13:08:53,2017-02-01 13:46:57,3297,6 St & 7 Ave,40.6686627,-73.97988067,2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,19776,Subscriber,1982,1
838,2017-02-01 13:47:35,2017-02-01 14:01:34,453,W 22 St & 8 Ave,40.74475148,-73.99915362,508,W 46 St & 11 Ave,40.76341379,-73.99667444,25676,Subscriber,1957,1
1252,2017-02-01 14:23:18,2017-02-01 14:44:11,392,Jay St & Tech Pl,40.695065,-73.987167,276,Duane St & Greenwich St,40.71748752,-74.0104554,25792,Subscriber,1999,1
702,2017-02-01 14:59:16,2017-02-01 15:10:59,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,21663,Subscriber,1965,2
564,2017-02-01 15:35:55,2017-02-01 15:45:20,2004,6 Ave & Broome St,40.724399,-74.004704,168,W 18 St & 6 Ave,40.73971301,-73.99456405,17864,Subscriber,1985,1
604,2017-02-01 16:11:03,2017-02-01 16:21:07,305,E 58 St & 3 Ave,40.76095756,-73.96724467,507,E 25 St & 2 Ave,40.73912601,-73.97973776,21273,Subscriber,1969,1
1679,2017-02-01 16:40:12,2017-02-01 17:08:12,262,Washington Park,40.6917823,-73.9737299,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,26933,Subscriber,1982,1
266,2017-02-01 17:04:37,2017-02-01 17:09:03,3139,E 72 St & Park Ave,40.77118287540658,-73.96409422159195,3438,E 76 St & 3 Ave,40.772248537721744,-73.95842134952545,17871,Subscriber,1962,1
2040,2017-02-01 17:22:02,2017-02-01 17:56:03,309,Murray St & West St,40.7149787,-74.013012,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,16607,Subscriber,1983,1
1193,2017-02-01 17:38:35,2017-02-01 17:58:28,346,Bank St & Hudson St,40.73652889,-74.00618026,379,W 31 St & 7 Ave,40.749156,-73.9916,16406,Subscriber,1976,2
507,2017-02-01 17:53:36,2017-02-01 18:02:04,465,Broadway & W 41 St,40.75513557,-73.98658032,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,17622,Subscriber,1983,1
544,2017-02-01 18:09:11,2017-02-01 18:18:16,459,W 20 St & 11 Ave,40.746745,-74.007756,253,W 13 St & 5 Ave,40.73543934,-73.99453948,24866,Subscriber,1963,1
453,2017-02-01 18:24:03,2017-02-01 18:31:36,355,Bayard St & Baxter St,40.71602118,-73.99974372,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,21328,Subscriber,1968,2
625,2017-02-01 18:41:06,2017-02-01 18:51:32,383,Greenwich Ave & Charles St,40.735238,-74.000271,394,E 9 St & Avenue C,40.72521311,-73.97768752,15622,Subscriber,1987,1
301,2017-02-01 19:00:03,2017-02-01 19:05:04,224,Spruce St & Nassau St,40.71146364,-74.00552427,296,Division St & Bowery,40.71413089,-73.9970468,25798,Subscriber,1991,1
281,2017-02-01 19:20:20,2017-02-01 19:25:02,3080,S 4 St & Rodney St,40.70934,-73.95608,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,17207,Subscriber,1992,1
635,2017-02-01 19:46:12,2017-02-01 19:56:47,348,W Broadway & Spring St,40.72490985,-74.00154702,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,21502,Subscriber,1975,1
431,2017-02-01 20:18:15,2017-02-01 20:25:27,486,Broadway & W 29 St,40.7462009,-73.98855723,509,9 Ave & W 22 St,40.7454973,-74.00197139,16730,Subscriber,1976,1
741,2017-02-01 20:57:38,2017-02-01 21:09:59,335,Washington Pl & Broadway,40.72903917,-73.99404649,410,Suffolk St & Stanton St,40.72066442,-73.98517977,25879,Subscriber,1987,2
442,2017-02-01 21:56:34,2017-02-01 22:03:57,485,W 37 St & 5 Ave,40.75038009,-73.98338988,444,Broadway & W 24 St,40.7423543,-73.98915076,19811,Subscriber,1966,2
420,2017-02-01 23:28:32,2017-02-01 23:35:32,540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,519,Pershing Square North,40.751873,-73.977706,20108,Subscriber,1969,1
305,2017-02-02 06:15:24,2017-02-02 06:20:30,492,W 33 St & 7 Ave,40.75019995,-73.99093085,527,E 33 St & 2 Ave,40.744023,-73.976056,20331,Subscriber,1968,1
515,2017-02-02 07:06:20,2017-02-02 07:14:55,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,3375,3 Ave & E 72 St,40.7699426,-73.96060712,18603,Subscriber,1965,1
1047,2017-02-02 07:35:23,2017-02-02 07:52:51,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,21417,Subscriber,1964,1
396,2017-02-02 07:55:45,2017-02-02 08:02:22,3238,E 80 St & 2 Ave,40.77391390238118,-73.9543953537941,3294,E 91 St & Park Ave,40.7835016,-73.955327,27119,Subscriber,1999,1
1090,2017-02-02 08:13:12,2017-02-02 08:31:22,3288,E 88 St & 1 Ave,40.778301,-73.9488134,520,W 52 St & 5 Ave,40.75992262,-73.97648516,26764,Subscriber,1988,1
458,2017-02-02 08:28:08,2017-02-02 08:35:46,3409,Bergen St & Smith St,40.6867443,-73.99063168,430,York St & Jay St,40.7014851,-73.98656928,17291,Subscriber,1980,2
1147,2017-02-02 08:41:43,2017-02-02 09:00:50,3165,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,529,W 42 St & 8 Ave,40.7575699,-73.99098507,17277,Subscriber,1954,1
764,2017-02-02 08:55:46,2017-02-02 09:08:31,3238,E 80 St & 2 Ave,40.77391390238118,-73.9543953537941,3223,E 55 St & 3 Ave,40.758996559605116,-73.96865397691727,20769,Subscriber,1985,2
440,2017-02-02 09:11:47,2017-02-02 09:19:08,505,6 Ave & W 33 St,40.74901271,-73.98848395,382,University Pl & E 14 St,40.73492695,-73.99200509,26093,Subscriber,1990,1
575,2017-02-02 09:33:37,2017-02-02 09:43:12,346,Bank St & Hudson St,40.73652889,-74.00618026,147,Greenwich St & Warren St,40.71542197,-74.01121978,26981,Subscriber,1978,1
153,2017-02-02 10:01:09,2017-02-02 10:03:43,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,239,Willoughby St & Fleet St,40.69196566,-73.9813018,25597,Subscriber,1984,1
729,2017-02-02 10:42:11,2017-02-02 10:54:20,368,Carmine St & 6 Ave,40.73038599,-74.00214988,304,Broadway & Battery Pl,40.70463334,-74.01361706,27299,Subscriber,1980,1
346,2017-02-02 11:30:52,2017-02-02 11:36:39,442,W 27 St & 7 Ave,40.746647,-73.993915,402,Broadway & E 22 St,40.7403432,-73.98955109,15552,Subscriber,1960,2
250,2017-02-02 12:16:53,2017-02-02 12:21:04,503,E 20 St & Park Ave,40.73827428,-73.98751968,253,W 13 St & 5 Ave,40.73543934,-73.99453948,17120,Subscriber,1996,1
1963,2017-02-02 12:58:16,2017-02-02 13:31:00,444,Broadway & W 24 St,40.7423543,-73.98915076,417,Barclay St & Church St,40.71291224,-74.01020234,26555,Customer,,0
1033,2017-02-02 13:39:43,2017-02-02 13:56:56,528,2 Ave & E 31 St,40.74290902,-73.97706058,473,Rivington St & Chrystie St,40.72110063,-73.9919254,20260,Subscriber,1980,2
574,2017-02-02 14:19:23,2017-02-02 14:28:57,456,E 53 St & Madison Ave,40.7597108,-73.97402311,456,E 53 St & Madison Ave,40.7597108,-73.97402311,25350,Subscriber,1970,1
422,2017-02-02 14:57:01,2017-02-02 15:04:03,530,11 Ave & W 59 St,40.771522,-73.990541,478,11 Ave & W 41 St,40.76030096,-73.99884222,15938,Subscriber,1984,1
675,2017-02-02 15:35:33,2017-02-02 15:46:48,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3305,E 91 St & 2 Ave,40.78112229934166,-73.94965589046478,17833,Subscriber,1988,1
531,2017-02-02 16:08:23,2017-02-02 16:17:15,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,501,FDR Drive & E 35 St,40.744219,-73.97121214,25672,Subscriber,1968,1
333,2017-02-02 16:38:45,2017-02-02 16:44:18,472,E 32 St & Park Ave,40.7457121,-73.98194829,492,W 33 St & 7 Ave,40.75019995,-73.99093085,16208,Subscriber,1974,1
244,2017-02-02 17:02:53,2017-02-02 17:06:57,3233,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,18550,Subscriber,1976,1
944,2017-02-02 17:19:32,2017-02-02 17:35:17,3258,W 27 St & 10 Ave,40.75018156325683,-74.00218427181244,368,Carmine St & 6 Ave,40.73038599,-74.00214988,15459,Subscriber,1976,2
470,2017-02-02 17:37:22,2017-02-02 17:45:12,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,3368,5 Ave & 3 St,40.6728155,-73.98352355,25965,Subscriber,1972,1
547,2017-02-02 17:54:10,2017-02-02 18:03:18,492,W 33 St & 7 Ave,40.75019995,-73.99093085,440,E 45 St & 3 Ave,40.75255434,-73.97282625,24835,Subscriber,1991,1
720,2017-02-02 18:10:19,2017-02-02 18:22:19,474,5 Ave & E 29 St,40.7451677,-73.98683077,459,W 20 St & 11 Ave,40.746745,-74.007756,16218,Subscriber,1993,2
612,2017-02-02 18:26:27,2017-02-02 18:36:40,3409,Bergen St & Smith St,40.6867443,-73.99063168,467,Dean St & 4 Ave,40.68312489,-73.97895137,17811,Subscriber,1960,1
180,2017-02-02 18:44:23,2017-02-02 18:47:23,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,21436,Subscriber,1986,1
399,2017-02-02 19:03:35,2017-02-02 19:10:15,392,Jay St & Tech Pl,40.695065,-73.987167,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,26698,Subscriber,1986,2
317,2017-02-02 19:26:35,2017-02-02 19:31:53,484,W 44 St & 5 Ave,40.75500254,-73.98014437,492,W 33 St & 7 Ave,40.75019995,-73.99093085,18323,Subscriber,1994,1
964,2017-02-02 19:56:35,2017-02-02 20:12:39,212,W 16 St & The High Line,40.74334935,-74.00681753,309,Murray St & West St,40.7149787,-74.013012,16093,Subscriber,1992,2
613,2017-02-02 20:33:31,2017-02-02 20:43:44,362,Broadway & W 37 St,40.75172632,-73.98753523,528,2 Ave & E 31 St,40.74290902,-73.97706058,16533,Subscriber,1980,2
569,2017-02-02 21:25:11,2017-02-02 21:34:41,332,Cherry St,40.71219906,-73.97948148,411,E 6 St & Avenue D,40.72228087,-73.97668709,26690,Subscriber,1985,1
672,2017-02-02 22:41:51,2017-02-02 22:53:04,434,9 Ave & W 18 St,40.74317449,-74.00366443,486,Broadway & W 29 St,40.7462009,-73.98855723,26643,Subscriber,1979,1
683,2017-02-03 05:10:56,2017-02-03 05:22:19,348,W Broadway & Spring St,40.72490985,-74.00154702,486,Broadway & W 29 St,40.7462009,-73.98855723,18385,Subscriber,1964,2
1441,2017-02-03 06:54:22,2017-02-03 07:18:23,383,Greenwich Ave & Charles St,40.735238,-74.000271,516,E 47 St & 1 Ave,40.75206862,-73.96784384,21386,Subscriber,1983,1
365,2017-02-03 07:33:27,2017-02-03 07:39:33,296,Division St & Bowery,40.71413089,-73.9970468,351,Front St & Maiden Ln,40.70530954,-74.00612572,25680,Subscriber,1966,1
644,2017-02-03 07:57:11,2017-02-03 08:07:56,3168,Central Park West & W 85 St,40.78472675,-73.96961715,3167,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,19643,Subscriber,1960,1
681,2017-02-03 08:17:57,2017-02-03 08:29:18,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,15730,Subscriber,1963,2
920,2017-02-03 08:34:36,2017-02-03 08:49:57,519,Pershing Square North,40.751873,-73.977706,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,26846,Subscriber,1962,1
319,2017-02-03 08:49:59,2017-02-03 08:55:18,3163,Central Park West & W 68 St,40.7734066,-73.97782542,3137,5 Ave & E 73 St,40.77282817,-73.96685276,18311,Subscriber,1975,2
535,2017-02-03 09:06:55,2017-02-03 09:15:51,503,E 20 St & Park Ave,40.73827428,-73.98751968,3235,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,18451,Subscriber,1979,1
314,2017-02-03 09:28:13,2017-02-03 09:33:27,497,E 17 St & Broadway,40.73704984,-73.99009296,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,25009,Subscriber,1992,2
403,2017-02-03 09:55:11,2017-02-03 10:01:55,257,Lispenard St & Broadway,40.71939226,-74.00247214,502,Henry St & Grand St,40.714215,-73.981346,25730,Subscriber,1989,1
279,2017-02-03 10:39:15,2017-02-03 10:43:55,3311,Columbia St & Kane St,40.68763155,-74.0016256,3409,Bergen St & Smith St,40.6867443,-73.99063168,20704,Subscriber,1964,1
221,2017-02-03 11:34:12,2017-02-03 11:37:54,472,E 32 St & Park Ave,40.7457121,-73.98194829,474,5 Ave & E 29 St,40.7451677,-73.98683077,16257,Subscriber,1970,1
1009,2017-02-03 12:20:17,2017-02-03 12:37:06,3158,W 63 St & Broadway,40.77163851,-73.98261428,3295,Central Park W & W 96 St,40.79127,-73.964839,27012,Subscriber,,0
380,2017-02-03 13:03:34,2017-02-03 13:09:55,147,Greenwich St & Warren St,40.71542197,-74.01121978,363,West Thames St,40.70834698,-74.01713445,24804,Subscriber,1996,1
1929,2017-02-03 13:48:36,2017-02-03 14:20:46,320,Leonard St & Church St,40.717571,-74.005549,3161,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,24822,Subscriber,1959,1
257,2017-02-03 14:29:07,2017-02-03 14:33:25,3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,508,W 46 St & 11 Ave,40.76341379,-73.99667444,21459,Subscriber,1991,1
1262,2017-02-03 15:06:41,2017-02-03 15:27:43,3363,E 102 St & Park Ave,40.7904828,-73.95033068,3156,E 72 St & York Ave,40.76663814,-73.95348296,26773,Subscriber,1971,1
552,2017-02-03 15:42:39,2017-02-03 15:51:52,485,W 37 St & 5 Ave,40.75038009,-73.98338988,253,W 13 St & 5 Ave,40.73543934,-73.99453948,18985,Subscriber,1958,1
293,2017-02-03 16:15:02,2017-02-03 16:19:56,490,8 Ave & W 33 St,40.751551,-73.993934,509,9 Ave & W 22 St,40.7454973,-74.00197139,18252,Subscriber,1970,1
405,2017-02-03 16:45:30,2017-02-03 16:52:15,531,Forsyth St & Broome St,40.71893904,-73.99266288,342,Columbia St & Rivington St,40.71739973,-73.98016555,25640,Subscriber,1969,1
469,2017-02-03 17:09:13,2017-02-03 17:17:03,379,W 31 St & 7 Ave,40.749156,-73.9916,497,E 17 St & Broadway,40.73704984,-73.99009296,26140,Subscriber,1976,1
387,2017-02-03 17:28:05,2017-02-03 17:34:32,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,3124,46 Ave & 5 St,40.74731,-73.95451,17838,Subscriber,1979,1
181,2017-02-03 17:48:30,2017-02-03 17:51:32,3244,University Pl & E 8 St,40.73143724085228,-73.99490341544151,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,25167,Subscriber,1983,2
152,2017-02-03 18:08:07,2017-02-03 18:10:40,3308,Kane St & Clinton St,40.6861758,-73.99645295,3311,Columbia St & Kane St,40.68763155,-74.0016256,16090,Subscriber,1987,1
189,2017-02-03 18:30:42,2017-02-03 18:33:52,3260,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,15555,Subscriber,1968,1
1851,2017-02-03 18:57:26,2017-02-03 19:28:17,515,W 43 St & 10 Ave,40.76009437,-73.99461843,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,18603,Subscriber,1952,1
510,2017-02-03 19:27:53,2017-02-03 19:36:24,168,W 18 St & 6 Ave,40.73971301,-73.99456405,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,16590,Subscriber,1981,1
460,2017-02-03 20:12:51,2017-02-03 20:20:32,529,W 42 St & 8 Ave,40.7575699,-73.99098507,468,Broadway & W 55 St,40.7652654,-73.98192338,21054,Subscriber,1970,1
526,2017-02-03 21:28:03,2017-02-03 21:36:50,3106,Driggs Ave & N Henry St,40.72325,-73.94308,3081,Graham Ave & Grand St,40.711863,-73.944024,19642,Subscriber,1986,1
270,2017-02-03 23:29:01,2017-02-03 23:33:32,247,Perry St & Bleecker St,40.73535398,-74.00483091,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,17831,Subscriber,1975,1
2034,2017-02-04 07:22:06,2017-02-04 07:56:01,3143,5 Ave & E 78 St,40.77682863439968,-73.96388769149779,128,MacDougal St & Prince St,40.72710258,-74.00297088,26417,Customer,,0
239,2017-02-04 09:08:09,2017-02-04 09:12:09,3293,W 92 St & Broadway,40.7921,-73.9739,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,26914,Subscriber,1984,1
199,2017-02-04 10:00:31,2017-02-04 10:03:50,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,3159,W 67 St & Broadway,40.77492513,-73.98266566,25809,Subscriber,1973,1
602,2017-02-04 10:50:19,2017-02-04 11:00:22,3109,Banker St & Meserole Ave,40.72606,-73.95621,3077,Stagg St & Union Ave,40.70877084,-73.95095259,16737,Subscriber,1991,1
947,2017-02-04 11:33:23,2017-02-04 11:49:11,168,W 18 St & 6 Ave,40.73971301,-73.99456405,268,Howard St & Centre St,40.71910537,-73.99973337,26052,Subscriber,1988,1
764,2017-02-04 12:11:04,2017-02-04 12:23:49,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,17611,Subscriber,1972,1
420,2017-02-04 12:47:13,2017-02-04 12:54:13,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,16390,Subscriber,1961,1
673,2017-02-04 13:21:28,2017-02-04 13:32:42,237,E 11 St & 2 Ave,40.73047309,-73.98672378,296,Division St & Bowery,40.71413089,-73.9970468,27251,Subscriber,1991,1
231,2017-02-04 13:55:29,2017-02-04 13:59:21,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,24831,Subscriber,1987,1
639,2017-02-04 14:32:05,2017-02-04 14:42:45,3263,Cooper Square & E 7 St,40.72923649910006,-73.99086803197861,307,Canal St & Rutgers St,40.71427487,-73.98990025,15174,Subscriber,1989,1
1054,2017-02-04 15:07:16,2017-02-04 15:24:50,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,3143,5 Ave & E 78 St,40.77682863439968,-73.96388769149779,27299,Customer,,0
1243,2017-02-04 15:43:40,2017-02-04 16:04:24,302,Avenue D & E 3 St,40.72082834,-73.97793172,540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,15639,Subscriber,1956,2
410,2017-02-04 16:22:08,2017-02-04 16:28:59,3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,3094,Graham Ave & Withers St,40.7169811,-73.94485918,14603,Subscriber,1990,1
884,2017-02-04 17:00:02,2017-02-04 17:14:47,251,Mott St & Prince St,40.72317958,-73.99480012,342,Columbia St & Rivington St,40.71739973,-73.98016555,17602,Subscriber,1974,2
428,2017-02-04 17:44:31,2017-02-04 17:51:40,3263,Cooper Square & E 7 St,40.72923649910006,-73.99086803197861,150,E 2 St & Avenue C,40.7208736,-73.98085795,18613,Subscriber,1995,1
605,2017-02-04 18:33:33,2017-02-04 18:43:38,479,9 Ave & W 45 St,40.76019252,-73.9912551,468,Broadway & W 55 St,40.7652654,-73.98192338,20548,Subscriber,1972,2
197,2017-02-04 19:30:24,2017-02-04 19:33:42,3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523,3346,Berkeley Pl & 7 Ave,40.675146838709786,-73.97523209452629,25881,Subscriber,1975,2
480,2017-02-04 20:55:15,2017-02-04 21:03:15,3100,Nassau Ave & Newell St,40.724812564400175,-73.94752621650696,3112,Milton St & Franklin St,40.72906,-73.95779,19171,Subscriber,1977,2
517,2017-02-04 23:05:43,2017-02-04 23:14:21,295,Pike St & E Broadway,40.71406667,-73.99293911,146,Hudson St & Reade St,40.71625008,-74.0091059,26385,Subscriber,1983,1
695,2017-02-05 04:31:46,2017-02-05 04:43:22,3141,1 Ave & E 68 St,40.76500525,-73.95818491,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,16944,Subscriber,1992,1
96,2017-02-05 09:12:48,2017-02-05 09:14:25,435,W 21 St & 6 Ave,40.74173969,-73.99415556,334,W 20 St & 7 Ave,40.74238787,-73.99726235,16365,Subscriber,1974,1
711,2017-02-05 10:16:15,2017-02-05 10:28:06,536,1 Ave & E 30 St,40.74144387,-73.97536082,3443,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,26790,Subscriber,1971,1
637,2017-02-05 11:04:55,2017-02-05 11:15:32,444,Broadway & W 24 St,40.7423543,-73.98915076,265,Stanton St & Chrystie St,40.72229346,-73.99147535,26909,Subscriber,1987,1
282,2017-02-05 11:44:35,2017-02-05 11:49:18,3167,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,3158,W 63 St & Broadway,40.77163851,-73.98261428,26424,Subscriber,1968,1
519,2017-02-05 12:22:41,2017-02-05 12:31:21,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,3418,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,27125,Subscriber,1990,2
294,2017-02-05 12:56:43,2017-02-05 13:01:38,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,511,E 14 St & Avenue B,40.72938685,-73.97772429,25064,Subscriber,1985,2
226,2017-02-05 13:31:39,2017-02-05 13:35:25,276,Duane St & Greenwich St,40.71748752,-74.0104554,386,Centre St & Worth St,40.71494807,-74.00234482,25158,Subscriber,1984,1
1163,2017-02-05 14:06:06,2017-02-05 14:25:30,3160,Central Park West & W 76 St,40.77896784,-73.97374737,488,W 39 St & 9 Ave,40.75645824,-73.99372222,26693,Customer,,0
261,2017-02-05 14:40:56,2017-02-05 14:45:17,447,8 Ave & W 52 St,40.76370739,-73.9851615,495,W 47 St & 10 Ave,40.76269882,-73.99301222,21471,Subscriber,1963,1
399,2017-02-05 15:14:41,2017-02-05 15:21:20,334,W 20 St & 7 Ave,40.74238787,-73.99726235,297,E 15 St & 3 Ave,40.734232,-73.986923,17010,Subscriber,1991,1
335,2017-02-05 15:50:43,2017-02-05 15:56:19,3377,Carroll St & Bond St,40.6786115,-73.99037292,467,Dean St & 4 Ave,40.68312489,-73.97895137,25643,Subscriber,1969,1
146,2017-02-05 16:25:33,2017-02-05 16:28:00,545,E 23 St & 1 Ave,40.736502,-73.97809472,2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,19339,Subscriber,1993,1
145,2017-02-05 16:58:14,2017-02-05 17:00:40,3436,Greenwich St & Hubert St,40.721319,-74.010065,147,Greenwich St & Warren St,40.71542197,-74.01121978,25135,Subscriber,1994,1
523,2017-02-05 17:29:59,2017-02-05 17:38:42,491,E 24 St & Park Ave S,40.74096374,-73.98602213,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,19032,Subscriber,1984,1
385,2017-02-05 18:02:45,2017-02-05 18:09:10,505,6 Ave & W 33 St,40.74901271,-73.98848395,488,W 39 St & 9 Ave,40.75645824,-73.99372222,20373,Subscriber,1979,2
454,2017-02-05 18:41:43,2017-02-05 18:49:18,297,E 15 St & 3 Ave,40.734232,-73.986923,445,E 10 St & Avenue A,40.72740794,-73.98142006,16979,Subscriber,1991,1
145,2017-02-05 20:08:59,2017-02-05 20:11:24,320,Leonard St & Church St,40.717571,-74.005549,257,Lispenard St & Broadway,40.71939226,-74.00247214,27202,Subscriber,1988,2
879,2017-02-05 22:23:14,2017-02-05 22:37:53,382,University Pl & E 14 St,40.73492695,-73.99200509,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,21610,Subscriber,1954,1
333,2017-02-05 23:17:31,2017-02-05 23:23:04,520,W 52 St & 5 Ave,40.75992262,-73.97648516,441,E 52 St & 2 Ave,40.756014,-73.967416,26136,Subscriber,1984,2
889,2017-02-06 06:13:09,2017-02-06 06:27:58,529,W 42 St & 8 Ave,40.7575699,-73.99098507,3223,E 55 St & 3 Ave,40.758996559605116,-73.96865397691727,17905,Subscriber,1962,1
