"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
681,"2018-08-01 00:00:07.3210","2018-08-01 00:11:28.9920",3162,"W 78 St & Broadway",40.78339981,-73.98093133,3383,"Cathedral Pkwy & Broadway",40.804213,-73.96699104,27770,"Subscriber",1986,1
945,"2018-08-01 04:07:24.5460","2018-08-01 04:23:10.3110",3366,"West End Ave & W 107 St",40.8021174,-73.9681805305,3169,"Riverside Dr & W 82 St",40.78720869,-73.98128127,27505,"Customer",1969,0
361,"2018-08-01 06:26:32.8980","2018-08-01 06:32:33.9480",3429,"Hanson Pl & Ashland Pl",40.68506807308177,-73.97790759801863,3373,"3 St & 3 Ave",40.6750705,-73.98775226,27564,"Subscriber",1959,1
267,"2018-08-01 07:14:35.7170","2018-08-01 07:19:03.6030",328,"Watts St & Greenwich St",40.72405549,-74.00965965,128,"MacDougal St & Prince St",40.72710258,-74.00297088,19478,"Subscriber",1989,1
366,"2018-08-01 07:41:49.7300","2018-08-01 07:47:55.9660",3593,"31 St & Broadway",40.761584,-73.925921,3619,"Newtown Ave & 23 St",40.7713615,-73.9246145,20648,"Subscriber",1995,1
436,"2018-08-01 07:59:12.9140","2018-08-01 08:06:29.4690",249,"Harrison St & Hudson St",40.71870987,-74.0090009,127,"Barrow St & Hudson St",40.73172428,-74.00674436,26435,"Subscriber",1992,2
871,"2018-08-01 08:13:00.0400","2018-08-01 08:27:31.4260",251,"Mott St & Prince St",40.72317958,-73.99480012,3660,"W 16 St & 8 Ave",40.741021509002664,-74.001384973526,26341,"Subscriber",1994,1
185,"2018-08-01 08:24:06.0600","2018-08-01 08:27:11.4920",432,"E 7 St & Avenue A",40.72621788,-73.98379855,3263,"Cooper Square & Astor Pl",40.72951496224949,-73.99075269699097,30853,"Subscriber",1993,1
1221,"2018-08-01 08:34:24.0580","2018-08-01 08:54:46.0460",3462,"E 44 St & 2 Ave",40.75118387463277,-73.97138714790344,433,"E 13 St & Avenue A",40.72955361,-73.98057249,33405,"Subscriber",1994,1
773,"2018-08-01 08:43:52.0590","2018-08-01 08:56:45.7910",3674,"Jay St & York St",40.701403172577244,-73.98672670125961,296,"Division St & Bowery",40.71413089,-73.9970468,17997,"Subscriber",1987,1
869,"2018-08-01 08:53:07.0290","2018-08-01 09:07:36.7170",3135,"E 75 St & 3 Ave",40.77112927,-73.95772297,3363,"E 102 St & Park Ave",40.7904828,-73.95033068,26649,"Subscriber",1965,2
276,"2018-08-01 09:03:32.0940","2018-08-01 09:08:08.5280",3680,"E 43 St & 5 Ave",40.754120810779256,-73.98025184869766,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,32781,"Subscriber",1975,1
633,"2018-08-01 09:17:01.2080","2018-08-01 09:27:34.8900",508,"W 46 St & 11 Ave",40.76341379,-73.99667444,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,29112,"Subscriber",1982,1
1255,"2018-08-01 09:30:21.3470","2018-08-01 09:51:17.0780",3320,"Central Park West & W 100 St",40.79406660818552,-73.96286845207214,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,27541,"Subscriber",1985,1
551,"2018-08-01 09:44:57.0570","2018-08-01 09:54:08.2450",446,"W 24 St & 7 Ave",40.74487634,-73.99529885,503,"E 20 St & Park Ave",40.73827428,-73.98751968,18182,"Subscriber",1992,2
948,"2018-08-01 10:03:57.0070","2018-08-01 10:19:45.2300",412,"Forsyth St & Canal St",40.7158155,-73.99422366,259,"South St & Whitehall St",40.70122128,-74.01234218,26755,"Customer",1969,0
990,"2018-08-01 10:28:15.7810","2018-08-01 10:44:45.9860",3140,"1 Ave & E 78 St",40.77140426,-73.9535166,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,19944,"Subscriber",1994,1
398,"2018-08-01 10:58:44.6780","2018-08-01 11:05:23.4160",3637,"Fulton St & Waverly Ave",40.683238654603414,-73.96599590778351,3417,"Baltic St & 5 Ave",40.6795766,-73.97854971,16993,"Subscriber",1992,1
218,"2018-08-01 11:25:51.0550","2018-08-01 11:29:29.7940",3169,"Riverside Dr & W 82 St",40.78720869,-73.98128127,3162,"W 78 St & Broadway",40.78339981,-73.98093133,28432,"Customer",1969,0
588,"2018-08-01 11:50:22.6710","2018-08-01 12:00:11.5500",2012,"E 27 St & 1 Ave",40.739445,-73.976806,335,"Washington Pl & Broadway",40.72903917,-73.99404649,25478,"Subscriber",1996,1
367,"2018-08-01 12:12:29.6950","2018-08-01 12:18:37.1230",3414,"Bergen St & Flatbush Ave",40.680944723477296,-73.97567331790923,3409,"Bergen St & Smith St",40.6867443,-73.99063168,27824,"Subscriber",1961,1
342,"2018-08-01 12:33:15.7250","2018-08-01 12:38:58.2590",3048,"Putnam Ave & Nostrand Ave",40.68402,-73.94977,3049,"Cambridge Pl & Gates Ave",40.68488,-73.96304,32604,"Subscriber",1995,2
297,"2018-08-01 12:54:08.6870","2018-08-01 12:59:06.1950",495,"W 47 St & 10 Ave",40.76269882,-73.99301222,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,33631,"Subscriber",1993,2
744,"2018-08-01 13:14:13.4030","2018-08-01 13:26:37.7920",229,"Great Jones St",40.72743423,-73.99379025,466,"W 25 St & 6 Ave",40.74395411,-73.99144871,19800,"Subscriber",1986,1
