"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
897,"2019-07-01 00:00:00.1320","2019-07-01 00:14:58.0040",493,"W 45 St & 6 Ave",40.7568001,-73.98291153,454,"E 51 St & 1 Ave",40.75455731,-73.96592976,18340,"Subscriber",1966,1
879,"2019-07-01 01:49:55.4750","2019-07-01 02:04:35.3490",491,"E 24 St & Park Ave S",40.74096374,-73.98602213,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,26723,"Customer",1985,1
243,"2019-07-01 05:53:09.5370","2019-07-01 05:57:13.4440",495,"W 47 St & 10 Ave",40.76269882,-73.99301222,422,"W 59 St & 10 Ave",40.770513,-73.988038,18673,"Subscriber",1978,2
403,"2019-07-01 06:37:29.2430","2019-07-01 06:44:12.3420",423,"W 54 St & 9 Ave",40.76584941,-73.98690506,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,27205,"Subscriber",1989,1
559,"2019-07-01 07:01:21.4990","2019-07-01 07:10:40.7840",3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,500,"Broadway & W 51 St",40.76228826,-73.98336183,38354,"Subscriber",1973,1
2166,"2019-07-01 07:21:29.6540","2019-07-01 07:57:35.6980",3226,"W 82 St & Central Park West",40.78275,-73.97137,3301,"Columbus Ave & W 95 St",40.7919557,-73.968087,39726,"Subscriber",1994,1
532,"2019-07-01 07:38:13.3410","2019-07-01 07:47:06.2740",504,"1 Ave & E 16 St",40.73221853,-73.98165557,540,"Lexington Ave & E 29 St",40.74311555376486,-73.98215353488922,39546,"Subscriber",1990,1
1081,"2019-07-01 07:50:49.1280","2019-07-01 08:08:50.4220",470,"W 20 St & 8 Ave",40.74345335,-74.00004031,520,"W 52 St & 5 Ave",40.75992262,-73.97648516,31497,"Subscriber",1984,1
897,"2019-07-01 08:03:16.9350","2019-07-01 08:18:14.3120",151,"Cleveland Pl & Spring St",40.722103786686034,-73.99724900722504,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,38766,"Subscriber",1962,1
344,"2019-07-01 08:13:53.2400","2019-07-01 08:19:38.0400",212,"W 16 St & The High Line",40.74334935,-74.00681753,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,29695,"Subscriber",1994,1
442,"2019-07-01 08:23:29.3850","2019-07-01 08:30:51.9100",3427,"Lafayette St & Jersey St",40.72430527250332,-73.99600982666016,402,"Broadway & E 22 St",40.7403432,-73.98955109,38763,"Subscriber",1994,1
119,"2019-07-01 08:33:06.3010","2019-07-01 08:35:05.3330",3002,"South End Ave & Liberty St",40.711512,-74.015756,363,"West Thames St",40.70834698,-74.01713445,20086,"Subscriber",1978,1
