Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
1893,2017-03-01 00:00:32,2017-03-01 00:32:06,2009,Catherine St & Monroe St,40.71117444,-73.99682619,527,E 33 St & 2 Ave,40.744023,-73.976056,27291,Subscriber,1973,2
281,2017-03-01 06:17:43,2017-03-01 06:22:24,389,Broadway & Berry St,40.71044554,-73.96525063,3092,Berry St & N 8 St,40.7190095,-73.95852515,20505,Subscriber,1992,1
934,2017-03-01 06:58:14,2017-03-01 07:13:48,511,E 14 St & Avenue B,40.72938685,-73.97772429,247,Perry St & Bleecker St,40.73535398,-74.00483091,19588,Subscriber,1992,2
661,2017-03-01 07:26:26,2017-03-01 07:37:27,251,Mott St & Prince St,40.72317958,-73.99480012,309,Murray St & West St,40.7149787,-74.013012,21781,Subscriber,1968,1
1409,2017-03-01 07:46:42,2017-03-01 08:10:11,301,E 2 St & Avenue B,40.72217444,-73.98368779,173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,20309,Subscriber,1976,1
410,2017-03-01 08:02:26,2017-03-01 08:09:17,394,E 9 St & Avenue C,40.72521311,-73.97768752,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,26487,Subscriber,1989,1
263,2017-03-01 08:16:55,2017-03-01 08:21:19,3224,W 13 St & Hudson St,40.73997354103409,-74.00513872504234,358,Christopher St & Greenwich St,40.73291553,-74.00711384,20312,Subscriber,1986,2
879,2017-03-01 08:29:39,2017-03-01 08:44:19,383,Greenwich Ave & Charles St,40.735238,-74.000271,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,27602,Subscriber,1990,1
280,2017-03-01 08:40:35,2017-03-01 08:45:15,3002,South End Ave & Liberty St,40.711512,-74.015756,304,Broadway & Battery Pl,40.70463334,-74.01361706,15648,Subscriber,1970,0
946,2017-03-01 08:51:42,2017-03-01 09:07:28,459,W 20 St & 11 Ave,40.746745,-74.007756,3002,South End Ave & Liberty St,40.711512,-74.015756,27911,Subscriber,1985,1
323,2017-03-01 09:05:06,2017-03-01 09:10:29,519,Pershing Square North,40.751873,-73.977706,362,Broadway & W 37 St,40.75172632,-73.98753523,27583,Subscriber,1964,1
855,2017-03-01 09:20:34,2017-03-01 09:34:49,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,224,Spruce St & Nassau St,40.71146364,-74.00552427,27148,Subscriber,1969,2
466,2017-03-01 09:39:43,2017-03-01 09:47:30,483,E 12 St & 3 Ave,40.73223272,-73.98889957,540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,21458,Subscriber,1986,1
283,2017-03-01 10:04:56,2017-03-01 10:09:39,3235,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,267,Broadway & W 36 St,40.75097711,-73.98765428,17417,Subscriber,1970,1
366,2017-03-01 10:50:48,2017-03-01 10:56:54,116,W 17 St & 8 Ave,40.74177603,-74.00149746,238,Bank St & Washington St,40.7361967,-74.00859207,19406,Subscriber,1988,1
426,2017-03-01 12:24:31,2017-03-01 12:31:37,360,William St & Pine St,40.70717936,-74.00887308,308,St James Pl & Oliver St,40.71307916,-73.99851193,15768,Subscriber,1979,1
1007,2017-03-01 13:14:19,2017-03-01 13:31:06,508,W 46 St & 11 Ave,40.76341379,-73.99667444,402,Broadway & E 22 St,40.7403432,-73.98955109,19085,Subscriber,1978,2
1230,2017-03-01 13:51:57,2017-03-01 14:12:27,3436,Greenwich St & Hubert St,40.721319,-74.010065,435,W 21 St & 6 Ave,40.74173969,-73.99415556,21707,Subscriber,1974,1
569,2017-03-01 14:27:08,2017-03-01 14:36:38,347,Greenwich St & W Houston St,40.728846,-74.008591,152,Warren St & Church St,40.71473993,-74.00910627,26498,Subscriber,1970,2
316,2017-03-01 14:58:35,2017-03-01 15:03:51,461,E 20 St & 2 Ave,40.73587678,-73.98205027,433,E 13 St & Avenue A,40.72955361,-73.98057249,24989,Subscriber,1997,2
785,2017-03-01 15:28:30,2017-03-01 15:41:35,312,Allen St & Stanton St,40.722055,-73.989111,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,26714,Subscriber,1988,2
1123,2017-03-01 16:02:27,2017-03-01 16:21:11,3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,3177,W 84 St & Broadway,40.7867947,-73.977112,26366,Subscriber,1979,2
173,2017-03-01 16:30:45,2017-03-01 16:33:38,164,E 47 St & 2 Ave,40.75323098,-73.97032517,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,15929,Subscriber,1961,1
387,2017-03-01 16:51:37,2017-03-01 16:58:05,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,348,W Broadway & Spring St,40.72490985,-74.00154702,27248,Subscriber,1984,1
481,2017-03-01 17:08:20,2017-03-01 17:16:21,3292,5 Ave & E 93 St,40.7857851,-73.957481,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,17965,Subscriber,1984,2
258,2017-03-01 17:21:34,2017-03-01 17:25:53,3233,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,519,Pershing Square North,40.751873,-73.977706,25490,Subscriber,1983,2
487,2017-03-01 17:34:23,2017-03-01 17:42:30,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,422,W 59 St & 10 Ave,40.770513,-73.988038,15053,Subscriber,1984,2
