"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-09","3.13",",,W",,,"0.04",",,W,2400","0.0",",,W,","0.0",",,W,",,,"63",",,W","55",",,W",,,"   70",",,W","   80",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-10","4.47",",,W",,,"0.37",",,W,2400","0.0",",,W,","0.0",",,W,",,,"83",",,W","57",",,W",,,"  320",",,W","  270",",,W","17.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-11","3.13",",,W",,,"0.03",",,W,2400","0.0",",,W,","0.0",",,W,",,,"82",",,W","60",",,W",,,"  270",",,W","  290",",,W","13.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-12","1.79",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"85",",,W","64",",,W",,,"  170",",,W","  150",",,W","10.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-13","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"73",",,W","53",",,W",,,"   60",",,W","   80",",,W","19.9",",,W","28.0",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-14","4.70",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,",,,"71",",,W","52",",,W",,,"   70",",,W","   40",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-15","5.37",",,W",,,"0.15",",,W,2400","0.0",",,W,","0.0",",,W,",,,"71",",,W","58",",,W",,,"  160",",,W","  170",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-16","6.49",",,W",,,"1.54",",,W,2400","0.0",",,W,","0.0",",,W,",,,"68",",,W","58",",,W",,,"  160",",,W","  170",",,W","16.1",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-17","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"70",",,W","53",",,W",,,"  250",",,W","  250",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-18","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"67",",,W","51",",,W",,,"  300",",,W","   50",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-19","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"72",",,W","49",",,W",,,"  310",",,W","  280",",,W","14.1",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-20","3.13",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"78",",,W","53",",,W",,,"  290",",,W","  270",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-21","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"74",",,W","63",",,W",,,"  290",",,W","  270",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-22","3.13",",,W",,,"0.24",",,W,2400","0.0",",,W,","0.0",",,W,",,,"67",",,W","59",",,W",,,"  120",",,W","  120",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-23","4.25",",,W",,,"0.91",",,W,2400","0.0",",,W,","0.0",",,W,",,,"71",",,W","56",",,W",,,"  260",",,W","  250",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-24","3.58",",,W",,,"0.40",",,W,2400","0.0",",,W,","0.0",",,W,",,,"70",",,W","57",",,W",,,"   60",",,W","   20",",,W","12.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-25","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"80",",,W","55",",,W",,,"   60",",,W","  290",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-26","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"86",",,W","66",",,W",,,"  260",",,W","  290",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-27","4.25",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"86",",,W","64",",,W",,,"  260",",,W","  270",",,W","16.1",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-28","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"64",",,W","54",",,W",,,"   60",",,W","   70",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-29","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"66",",,W","51",",,W",,,"   60",",,W","  180",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-30","2.46",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"75",",,W","55",",,W",,,"   50",",,W","   50",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-05-31","5.82",",,W",,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,",,,"73",",,W","57",",,W",,,"   60",",,W","   50",",,W","19.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-01","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"77",",,W","55",",,W",,,"  250",",,W","  250",",,W","10.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-02","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"80",",,W","59",",,W",,,"  170",",,W","  150",",,W","10.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-03","4.03",",,W",,,"0.12",",,W,2400","0.0",",,W,","0.0",",,W,",,,"87",",,W","65",",,W",,,"  160",",,W","  170",",,W","13.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-04","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"82",",,W","63",",,W",,,"   70",",,W","  150",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-05","5.59",",,W",,,"0.87",",,W,2400","0.0",",,W,","0.0",",,W,",,,"76",",,W","61",",,W",,,"   10",",,W","  310",",,W","13.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-06","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"76",",,W","61",",,W",,,"  310",",,W","  290",",,W","10.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-07","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"82",",,W","60",",,W",,,"  240",",,W","  240",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-08","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"86",",,W","66",",,W",,,"  250",",,W","  260",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-09","4.25",",,W",,,"1.60",",,W,2400","0.0",",,W,","0.0",",,W,",,,"73",",,W","63",",,W",,,"   70",",,W","  140",",,W","8.9",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-10","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"77",",,W","65",",,W",,,"  110",",,W","  110",",,W","8.1",",,W","11.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-11","7.16",",,W",,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,",,,"70",",,W","61",",,W",,,"   80",",,W","   50",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-12","5.59",",,W",,,"0.07",",,W,2400","0.0",",,W,","0.0",",,W,",,,"73",",,W","60",",,W",,,"   60",",,W","   90",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-13","3.58",",,W",,,"1.28",",,W,2400","0.0",",,W,","0.0",",,W,",,,"79",",,W","65",",,W",,,"  310",",,W","  310",",,W","8.9",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-14","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"74",",,W","60",",,W",,,"  310",",,W","  290",",,W","14.1",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-15","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"80",",,W","59",",,W",,,"  360",",,W","  290",",,W","12.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-16","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"81",",,W","63",",,W",,,"  160",",,W","  180",",,W","12.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-17","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"89",",,W","71",",,W",,,"  240",",,W","  260",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-18","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"89",",,W","76",",,W",,,"  310",",,W","  290",",,W","14.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-19","3.80",",,W",,,"0.15",",,W,2400","0.0",",,W,","0.0",",,W,",,,"77",",,W","68",",,W",,,"   10",",,W","   40",",,W","10.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-20","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"79",",,W","64",",,W",,,"   50",",,W","  320",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-21","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"78",",,W","62",",,W",,,"   70",",,W","   50",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-22","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"79",",,W","64",",,W",,,"  160",",,W","  170",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-23","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"81",",,W","65",",,W",,,"  260",",,W","  170",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-24","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"81",",,W","68",",,W",,,"  170",",,W","  170",",,W","12.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-25","4.92",",,W",,,"0.08",",,W,2400","0.0",",,W,","0.0",",,W,",,,"85",",,W","70",",,W",,,"  180",",,W","  250",",,W","12.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-26","4.70",",,W",,,"0.07",",,W,2400","0.0",",,W,","0.0",",,W,",,,"85",",,W","70",",,W",,,"   70",",,W","   60",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-27","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"83",",,W","67",",,W",,,"  120",",,W","  140",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-28","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"87",",,W","66",",,W",,,"  170",",,W","  160",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-29","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"83",",,W","68",",,W",,,"  190",",,W","  160",",,W","12.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-06-30","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"84",",,W","69",",,W",,,"  160",",,W","  180",",,W","10.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-01","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"89",",,W","72",",,W",,,"  150",",,W","  240",",,W","14.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-02","3.80",",,W",,,"0.96",",,W,2400","0.0",",,W,","0.0",",,W,",,,"91",",,W","72",",,W",,,"   30",",,W","  160",",,W","15.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-03","2.91",",,W",,,"1.78",",,W,2400","0.0",",,W,","0.0",",,W,",,,"87",",,W","69",",,W",,,"  320",",,W","  280",",,W","12.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-04","5.37",",,W",,,"0.14",",,W,2400","0.0",",,W,","0.0",",,W,",,,"74",",,W","65",",,W",,,"  310",",,W","  290",",,W","14.1",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-05","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"81",",,W","63",",,W",,,"  290",",,W","  310",",,W","15.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-06","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"84",",,W","66",",,W",,,"  250",",,W","  250",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-07","5.82",",,W",,,"0.04",",,W,2400","0.0",",,W,","0.0",",,W,",,,"90",",,W","72",",,W",,,"  260",",,W","  240",",,W","14.1",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-08","4.70",",,W",,,"0.39",",,W,2400","0.0",",,W,","0.0",",,W,",,,"91",",,W","71",",,W",,,"  240",",,W","  260",",,W","15.0",",,W","33.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-09","4.25",",,W",,,"0.09",",,W,2400","0.0",",,W,","0.0",",,W,",,,"88",",,W","71",",,W",,,"  250",",,W","  330",",,W","13.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-10","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"83",",,W","72",",,W",,,"   80",",,W","  170",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-11","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"86",",,W","71",",,W",,,"   70",",,W","   80",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-12","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"85",",,W","71",",,W",,,"  180",",,W","  200",",,W","10.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-13","5.14",",,W",,,"0.03",",,W,2400","0.0",",,W,","0.0",",,W,",,,"83",",,W","72",",,W",,,"  160",",,W","  250",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-14","4.47",",,W",,,"0.46",",,W,2400","0.0",",,W,","0.0",",,W,",,,"84",",,W","72",",,W",,,"  180",",,W","  280",",,W","12.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-15","2.68",",,W",,,"1.30",",,W,2400","0.0",",,W,","0.0",",,W,",,,"86",",,W","72",",,W",,,"  280",",,W","  290",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-16","3.80",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"81",",,W","68",",,W",,,"   20",",,W","  290",",,W","10.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-17","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"81",",,W","67",",,W",,,"  290",",,W","  290",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-18","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"81",",,W","64",",,W",,,"   30",",,W",,,"8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-19","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"76",",,W","68",",,W",,,"   80",",,W",,,"6.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-20","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"80",",,W","66",",,W",,,"   10",",,W","   50",",,W","12.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-21","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"85",",,W","67",",,W",,,"  260",",,W","  250",",,W","8.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-22","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"86",",,W","71",",,W",,,"  240",",,W","  240",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-23","4.92",",,W",,,"0.19",",,W,2400","0.0",",,W,","0.0",",,W,",,,"88",",,W","72",",,W",,,"  260",",,W","  240",",,W","16.1",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-24","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"80",",,W","70",",,W",,,"  360",",,W","   50",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-25","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"82",",,W","66",",,W",,,"  360",",,W","  240",",,W","8.9",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-26","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"81",",,W","69",",,W",,,"  250",",,W","  180",",,W","8.9",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-27","3.36",",,W",,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,",,,"85",",,W","71",",,W",,,"  230",",,W","  230",",,W","12.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-28","7.38",",,W",,,"0.19",",,W,2400","0.0",",,W,","0.0",",,W,",,,"82",",,W","68",",,W",,,"  290",",,W","  290",",,W","16.1",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-29","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"76",",,W","64",",,W",,,"  300",",,W","  280",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2014-07-30","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"80",",,W","63",",,W",,,"  240",",,W","  180",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
